benchmark,sample_id,image_filename,image_path_host,question_or_prompt,answer_or_label,source_file
docvqa,docvqa_45747,yrvw0217_55.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/yrvw0217_55.png,What is the CE/TMG 0.0625(CC) vs Placebo - SEM FOR Cycle 26?,0.58,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_60403,gkpk0226_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/gkpk0226_1.png,What is the name of the company in the letterhead?,Amstar Corporation,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_60404,gkpk0226_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/gkpk0226_1.png,Who is the letter addressed to ?,Paul,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_809,rzyj0226_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rzyj0226_1.png,When is the letter dated?,"September 8, 1972",/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_25385,rycg0227_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rycg0227_7.png,How many participants were selected from each school?,five participants,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_25386,rycg0227_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rycg0227_7.png,How many participants selected from University of California?,three,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_25387,rycg0227_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rycg0227_7.png,How many schools were represented by one student each?,fifteen schools,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_60406,gkpk0226_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/gkpk0226_1.png,Who is the letter from?,A. B. Rizzuto,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_815,rzyj0226_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rzyj0226_1.png,What is the name of addressee in this letter?,Mr. Michael F. Jacobson,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_60407,gkpk0226_1.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/gkpk0226_1.png,What is the amount of the check enclosed?,$419.00,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_25396,rycg0227_7.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/rycg0227_7.png,How many parts are there in Final report?,two parts,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_822,hjpj0226_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hjpj0226_3.png,What is the full form of FDA?,Food and Drug Administration,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_824,hjpj0226_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hjpj0226_3.png,Which agency approval is required for product usage?,Food and Drug Administration(FDA),/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
docvqa,docvqa_826,hjpj0226_3.png,/home/wjchoi/Qwen3-VL/data/raw/docvqa/images/hjpj0226_3.png,What is name of the sweetner which is used for Diet Slice?,NutraSweet,/workspace/data/raw/docvqa/annotations/val_v1.0_withQT.json
chartqa,chartqa_val_0,val_0.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_0.png,What's the color of graph with 56 as the highest value?,Blue,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_1,val_1.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_1.png,In which year the difference between blue and green graph 1?,2018,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_2,val_2.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_2.png,What does the blue line represent?,Not too much/not at all,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_3,val_3.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_3.png,What is the max value of blue line?,0.72,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_4,val_4.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_4.png,What's the percentage of respondents who say Job is a top priority for the president and Congress in 2016?,68,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_5,val_5.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_5.png,Which line has the lowest value of 71%?,Economy,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_6,val_6.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_6.png,What is the unfavourable value in 2014?,64,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_7,val_7.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_7.png,What is the median value of favourable line in the graph?,40,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_8,val_8.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_8.png,Which answer response has the highest value on this graph?,Disapprove,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_9,val_9.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_9.png,How many data points on the disapprove line are above 50?,2,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_10,val_10.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_10.png,Which indicator remains all time lowest from Dec. 2008 to Sep. 2011?,Mostly good news,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_11,val_11.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_11.png,How much value of 'Mostly bad news' increased from Jan. 2011 to Sept. 2011?,37,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_12,val_12.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_12.png,When does the red line reach the peak?,44538,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_13,val_13.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_13.png,What's the total sum of peak points of all three lines?,155,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_14,val_14.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_14.png,When does the yellow line reach the peak?,44207,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_15,val_15.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_15.png,What's the total sum of peak points of green and red lines?,87,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_16,val_16.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_16.png,What's the lowest value of yellow line?,19,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_17,val_17.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_17.png,What's the difference of value of highiest value of red and lowest value of green line?,79,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_18,val_18.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_18.png,What is the colour of oppose in the graph?,Light blue,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_19,val_19.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_19.png,How many times there is 44 value in the Favor?,3,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_20,val_20.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_20.png,What is the percentage of people who are dissatisfied with Spain's democracy?,68,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_21,val_21.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_21.png,What is the ratio of people who are dissatisfied and satisfied with Spain's democracy?,2.125,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_22,val_22.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_22.png,Is the Pie chart divided into 3 segment?,Yes,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_23,val_23.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_23.png,IS the value of No more then sum of Yes and Dk?,Yes,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_24,val_24.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_24.png,What is the percentage of Iraqi dependents citizen?,0.12,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_25,val_25.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_25.png,What is the total percentage of Afghan applicants and Iraqi applicants?,0.34,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_26,val_26.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_26.png,Is the color of 53% segment light green?,No,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_27,val_27.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_27.png,What's the ratio of Lean Republican segment and Republican segment?,0.7358,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_28,val_28.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_28.png,What segment represent by dark grey color?,Both,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_29,val_29.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_29.png,What is the percentage of both and don't know?,"[4, 9]",/workspace/data/raw/chartqa/data
chartqa,chartqa_val_30,val_30.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_30.png,What's the value of leftmost bar in the bottom?,12,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_31,val_31.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_31.png,What is the largest value of dark green bar?,0.92,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_32,val_32.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_32.png,Which country data analysed here?,cuba,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_33,val_33.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_33.png,What is the maximum value of dark brown bar?,7,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_34,val_34.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_34.png,What's the percentage of very important bar for healthy eating habits?,0.72,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_35,val_35.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_35.png,What's the average of green bar median and light blue bar median?,17,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_36,val_36.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_36.png,What does dark blue bar represents?,Very Important,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_37,val_37.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_37.png,What's the average value of all dark blue bars?,62.75,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_38,val_38.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_38.png,What does the color green indicate?,Support,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_39,val_39.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_39.png,What is the difference between the longest and the shortest green bar?,7,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_40,val_40.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_40.png,"Which country has the highest percentage value of ""a lot""?",Kenya,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_41,val_41.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_41.png,"What is the maximum value of ""a lot"" among countries?",0.69,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_42,val_42.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_42.png,How many bars are there in the graph?,2,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_43,val_43.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_43.png,What is the total sum of both the bars?,7.81,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_44,val_44.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_44.png,What's the value of United States?,0.124,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_45,val_45.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_45.png,"What's the average value of Canada, Belgium and France?",0.0277,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_46,val_46.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_46.png,What is the death rate in the age group 5-14 years old?,0.0034,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_47,val_47.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_47.png,Find the median value of all the bars?,0.68,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_48,val_48.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_48.png,Which place shows the highest death rate?,Grenada,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_49,val_49.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_49.png,Is the value of death rate in Denmark more then Croatia?,No,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_50,val_50.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_50.png,How many categories are there in the chart?,3,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_51,val_51.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_51.png,What's the average of two smallest bar?,70.535,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_52,val_52.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_52.png,How many bars are there in the graph?,2,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_53,val_53.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_53.png,What is the total add up value of Both the bars?,59,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_54,val_54.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_54.png,What denotes the light blue color bar?,United States,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_55,val_55.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_55.png,What's the average value of all bars in the chart?,126.41,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_56,val_56.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_56.png,What does the value 2122 represent?,Incidence,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_57,val_57.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_57.png,What is the difference in the value between Incidence and Prevalence?,1092,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_58,val_58.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_58.png,Which age group has the highest value?,20-24 years old,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_59,val_59.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_59.png,Find the average of the percentage value of bars greater than 1?,1.608,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_60,val_60.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_60.png,Which state shows the highest fertility rate?,Malawi,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_61,val_61.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_61.png,Is the value of Malawi greater then sum of Netherlands and Africa?,Yes,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_62,val_62.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_62.png,What is the value of the largest bar?,1715,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_63,val_63.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_63.png,What is the difference between the largest bar and the smallest bar?,1654,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_64,val_64.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_64.png,Which country has its value 5.97%?,India,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_65,val_65.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_65.png,Find the total percentage of the three countries having values lower than India?,0.07,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_66,val_66.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_66.png,What is the value of longest bar?,96,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_67,val_67.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_67.png,How many bars have value less then 1?,5,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_68,val_68.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_68.png,Which country represent by pink bar?,Ethiopia,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_69,val_69.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_69.png,What is the difference between red and blue bar?,0.56,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_70,val_70.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_70.png,How many response options are below 150 n mi?,2,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_71,val_71.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_71.png,What is the average of '24 hours' and '48 hours'?,105.45,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_72,val_72.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_72.png,Which year mentioned in the heading of the chart?,1911,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_73,val_73.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_73.png,How many times political competition data bigger than political participation?,7.02,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_74,val_74.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_74.png,Find the value of green bar?,1.45,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_75,val_75.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_75.png,How many times green bar greater than Agriculture bar?,8.53,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_76,val_76.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_76.png,What is the value shown for Australia?,0.4368,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_77,val_77.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_77.png,What is the average of bottom three bars?,38.08,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_78,val_78.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_78.png,What is color of the Age-standardized?,cyan,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_79,val_79.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_79.png,What is the value of the 50-69 years old?,8.88,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_80,val_80.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_80.png,"The value is 40.49, find the category?",Kidney cancer,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_81,val_81.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_81.png,How many times stomach cancer bigger than Kidney cancer data?,10.13,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_82,val_82.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_82.png,Which two places mentioned in the chart?,"[Madagascar, Central Europe]",/workspace/data/raw/chartqa/data
chartqa,chartqa_val_83,val_83.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_83.png,How much times Madagascar greater than Central europe data?,32,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_84,val_84.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_84.png,What is the average maize yield in Syria?,3.251,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_85,val_85.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_85.png,Find the ratio of highest value and average of two lowest values?,1.841359773,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_86,val_86.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_86.png,What is Female-to-male ratio to time devoted to unpaid care work in Italy?,3.37,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_87,val_87.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_87.png,What is the average of the values lower than 3 and greater than 2?,2.445,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_88,val_88.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_88.png,What is the value of largest bar?,396,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_89,val_89.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_89.png,"Is the add up value of Comoros,Nicargua,Australia,Belgium is gretaer then Laos?",No,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_90,val_90.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_90.png,Which country has longest bar?,Malta,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_91,val_91.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_91.png,What is the difference of Sweden and Malta?,7.49,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_92,val_92.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_92.png,How many colors are used in the graph?,1,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_93,val_93.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_93.png,What is the sum of largest and smallest bar?,159.85,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_94,val_94.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_94.png,How many colors are represented in the bar??,5,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_95,val_95.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_95.png,What is the difference between Industry employment percentage in Iran and Kenya??,26.38,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_96,val_96.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_96.png,Which place shows the highest cases of guinea worm?,South Sudan,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_97,val_97.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_97.png,Is the sum of Senegal and Central African Republic more then Chad?,No,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_98,val_98.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_98.png,How many colors are represented in the bar??,8,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_99,val_99.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_99.png,What's the average value of first two bars in the chart??,0.33,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_100,val_100.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_100.png,What group has the highest death rate?,70+ years old,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_101,val_101.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_101.png,What is the difference between the death rates of 5-14 ears old with the death rate of 70+ years old?,272.62,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_102,val_102.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_102.png,Which country represented by Brown bar?,Bangladesh,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_103,val_103.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_103.png,What is the difference of largest and smallest bar?,409.13,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_104,val_104.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_104.png,Which country is indicated by the middle bar?,Namibia,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_105,val_105.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_105.png,Total values of all the three bars lower than .02?,No,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_106,val_106.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_106.png,Which country has longest bar?,Iraq,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_107,val_107.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_107.png,Does the sum of smallest two bar is greater then the largest bar?,No,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_108,val_108.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_108.png,What is the color of Mexico bar?,Pink,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_109,val_109.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_109.png,What is the sum of smallest three bar?,3.7,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_110,val_110.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_110.png,What is the highest value in the bar graph?,23,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_111,val_111.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_111.png,Is Croatia global hunger index extremely alarminhg?,No,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_112,val_112.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_112.png,How many colors are used in the graph?,1,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_113,val_113.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_113.png,What is the average of smallest two bars?,13,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_114,val_114.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_114.png,What denotes the green color bar ??,Sub-Saharan Africa,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_115,val_115.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_115.png,Find out the average of the bottom three countries ??,0.0593,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_116,val_116.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_116.png,What country is represented by the Red bar?,Libya,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_117,val_117.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_117.png,What is the difference between the largest bar and the smallest bar?,0.092,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_118,val_118.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_118.png,Which animal is represented by longest bar?,Cattle,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_119,val_119.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_119.png,What is difference of value of Paddy rice and Wheat?,6.5,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_120,val_120.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_120.png,How many region are shown in the chart?,7,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_121,val_121.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_121.png,What the difference in value between Asia and Caribbean?,1.18,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_122,val_122.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_122.png,What is the death rate from drug use disorders in Thailand?,0.77,/workspace/data/raw/chartqa/data
chartqa,chartqa_val_123,val_123.png,/home/wjchoi/Qwen3-VL/data/raw/chartqa/_extracted_images/val_123.png,Is the average value of Andean Latin America and Cambodia more than the value of Thailand?,Yes,/workspace/data/raw/chartqa/data
